name,number,lw_ratio,shape_index,distance,normalized_distance,hue,saturation_mean,in_phase,cb_mean,compactness,elongation,eccentricity,roundness,solidity,type,actual
image-12-blob1,79,3.903071,1.138291,1027,0.596296,83.416267,66.39099,0.021631,125.350215,0.606154,0.758242,2.23991,0.69022,0.921443,1,1
image-12-blob3,80,3.686989,1.139155,945,0.558333,82.050151,59.161635,0.01672,125.64422,0.605235,1.227273,2.262736,0.705305,0.927585,1,1
image-12-blob6,81,1.512847,1.049361,525,0.363889,76.456423,109.535129,0.018827,124.926271,0.713246,0.765957,1.374594,0.873311,0.936504,1,1
image-12-blob7,82,1.997597,0.975796,497,0.350926,77.186056,121.428197,0.026368,124.597098,0.824844,0.875,1.474322,0.900461,0.982378,1,1
image-12-blob8,83,1.268978,1.628137,223,0.017593,86.407518,167.722116,0.038266,122.769769,0.296284,0.870475,1.057993,0.720752,0.770299,0,0
image-13-blob0,84,3.962005,1.145401,642,0.436574,78.589918,58.432412,0.008746,126.402576,0.598653,0.808511,2.349774,0.692266,0.892478,1,1
image-13-blob1,85,1.590915,0.967224,607,0.42037,83.156453,72.279231,0.011626,123.504581,0.839529,1.30303,1.343305,0.891892,0.975957,1,1
image-13-blob2,86,3.563898,1.039983,544,0.391204,79.405022,63.291971,0.012086,125.368421,0.726169,1.055556,1.986129,0.774924,0.97433,1,1
image-13-blob3,87,3.251512,1.258686,411,0.32963,74.720241,91.341,0.017628,126.83403,0.495741,0.590361,1.889854,0.664802,0.821153,1,1
image-13-blob4,88,1.345405,0.987781,389,0.319444,86.151122,70.600501,0.023038,123.15239,0.80495,1.163934,1.193948,0.913956,0.969706,1,1
image-13-blob5,89,2.560771,1.021876,358,0.305093,76.95002,116.210504,0.017289,124.030134,0.752131,0.65625,1.848084,0.829425,0.969128,1,1
image-13-blob6,90,1.434923,1.001823,331,0.292593,79.900018,93.86564,0.014659,122.149495,0.782543,0.981818,1.23224,0.85322,0.952999,1,1
image-13-blob7,91,2.459396,1.024984,120,0.194907,103.373644,103.421212,0.021145,117.769481,0.747576,1.69697,1.76102,0.800277,0.963296,1,1
image-13-blob9,92,1.387602,1.774246,301,0,86.966715,171.24955,0.042164,122.292202,0.249495,0.870599,1.049688,0.750179,0.798964,0,0
image-14-blob0,93,2.410226,1.004039,390,0.31713,75.991687,127.214067,0.015341,124.502778,0.779091,1.25,1.642789,0.822836,0.965265,1,1
image-14-blob1,94,2.725468,1.193899,391,0.317593,78.698325,85.119682,0.014689,126.335435,0.551004,1.278689,1.846792,0.723493,0.844819,1,1
image-14-blob2,95,1.194179,1.593409,295,0,85.672681,170.406715,0.053403,122.196847,0.30934,0.963694,1.036739,0.777265,0.829381,0,0
image-15-blob1,96,1.939515,1.012787,148,0.11713,86.463412,60.04619,0.016628,123.668373,0.765692,1.47619,1.504445,0.863606,0.964235,1,1
image-15-blob2,97,1.787543,1.702035,126,0.106944,88.411098,104.697937,0.041761,124.406832,0.271114,0.804979,1.268884,0.539476,0.680721,1,1
image-15-blob4,98,1.172401,1.548611,105,0,87.853618,168.906607,0.042945,122.482132,0.327495,0.949788,1.046301,0.751139,0.81474,0,0
image-16-blob0,99,1.463322,0.958692,967,0.578241,77.376222,125.797197,0.013687,122.667969,0.854539,0.8,1.292133,0.913302,0.979146,1,1
image-16-blob1,100,3.556722,1.069406,944,0.567593,76.865218,118.712477,0.011011,125.021261,0.686759,0.704545,2.164376,0.755486,0.960391,1,1
image-16-blob2,101,1.956189,0.982091,909,0.551389,71.295056,128.623476,0.013917,126.857759,0.814303,1.208333,1.481468,0.855821,0.975698,1,1
image-16-blob3,102,1.724442,1.036311,854,0.525926,86.853868,47.429174,0.015026,124.005669,0.731323,1.333333,1.43317,0.879778,0.957734,1,1
image-16-blob4,103,1.189681,0.949517,131,0.191204,78.38878,83.381217,0.023405,125.181818,0.871133,0.90411,1.126066,0.949595,0.981182,1,1
image-16-blob5,104,1.713213,1.837405,78,0.166667,82.338518,113.30694,0.022905,125.768919,0.232638,0.793578,1.363232,0.543723,0.652924,1,1
image-16-blob6,105,1.389685,0.956795,32,0.115741,153.206359,33.196634,0.010868,122.513589,0.857931,0.853659,1.218923,0.913351,0.978886,1,1
image-17-blob0,106,2.126078,1.008833,869,0.469444,81.082083,60.474074,0.009992,124.253125,0.771705,1.5625,1.647457,0.835655,0.973218,1,1
image-17-blob1,107,1.445563,1.356706,855,0.462963,84.366784,69.950711,0.022252,124.498816,0.426696,1.03125,1.221791,0.66028,0.776825,1,1
image-17-blob4,108,2.678271,1.29823,538,0.316204,80.374906,75.896307,0.013809,125.926316,0.466,1.513158,1.875649,0.662853,0.787513,1,1
image-17-blob8,109,1.267086,1.573952,145,0,81.255248,160.448153,0.041796,126.697534,0.317035,0.955823,1.121152,0.627238,0.770927,0,0
image-18-blob0,110,1.22269,0.975856,958,0.5375,81.860492,68.876395,0.01532,124.105438,0.824742,0.896552,1.149944,0.93251,0.973561,1,1
image-18-blob1,111,5.645958,2.078461,859,0.491667,83.819254,91.347015,0.019559,125.377505,0.181805,1.671795,2.320388,0.442919,0.67774,1,1
image-18-blob3,112,1.588826,0.995147,401,0.27963,79.731226,49.996081,0.020782,126.555153,0.793077,0.788991,1.372139,0.893052,0.971246,1,1
image-18-blob4,113,5.792485,1.688526,290,0.228241,81.687179,118.352629,0.026852,123.406936,0.27547,2.702128,2.971379,0.557693,0.797702,1,1
image-18-blob5,114,1.398284,0.97631,152,0.164352,87.523137,98.988378,0.02393,121.616187,0.823976,0.896226,1.211495,0.917511,0.970667,1,1
image-19-blob0,115,7.37884,1.255043,1072,0.589352,91.743114,56.245122,0.023176,122.840178,0.498623,3.117647,3.625214,0.532212,0.964207,1,1
image-19-blob1,116,2.354813,1.631691,954,0.534722,86.927227,112.106848,0.027142,122.711806,0.294995,1.590226,1.7032,0.660709,0.76965,1,1
image-19-blob2,117,1.22296,1.214085,373,0.265741,81.354068,100.565904,0.022607,123.834857,0.532834,1,1.030035,0.746077,0.834781,1,1
image-19-blob3,118,3.716491,1.169035,290,0.227315,80.891591,112.420748,0.021467,125.035054,0.574691,0.834783,2.270289,0.711769,0.889677,1,1
image-19-blob4,119,2.873483,1.543003,281,0.223148,87.51123,106.006407,0.034412,122.30656,0.32988,1.446429,1.615506,0.563762,0.705458,1,1
image-19-blob5,120,1.181751,0.963899,164,0.168981,85.659323,75.352083,0.025208,121.90755,0.84533,0.932203,1.098872,0.926923,0.978511,1,1
image-19-blob6,121,1.692235,1.888124,201,0,86.908266,164.894967,0.03768,121.279496,0.220307,0.775491,1.254801,0.718428,0.77572,0,0
image-20-blob0,122,1.650395,1.54629,98,0.033333,83.467104,168.391109,0.053695,123.777181,0.328479,1.236515,1.292902,0.7136,0.798283,1,1
image-20-blob1,123,2.646874,1.052075,304,0.219444,71.742038,81.296128,0.010096,127.836453,0.709572,0.828571,1.725578,0.788026,0.943106,1,1
image-20-blob2,124,1.245865,0.953079,310,0.222222,90.88762,120.799218,0.019271,121.95938,0.864633,1.017241,1.123109,0.950527,0.97944,1,1
image-20-blob7,125,1.437025,2.095294,613,0.3625,86.87631,114.741744,0.030269,123.981808,0.178896,0.80814,1.14595,0.628925,0.684444,1,1
image-21-blob1,126,1.1949,1.593422,25,0,89.48656,161.738853,0.04156,121.432561,0.309334,0.944902,1.047449,0.769305,0.810897,0,0
image-22-blob1,127,1.505957,1.013842,1068,0.515741,80.22762,89.451128,0.019565,122.901818,0.764099,1.32,1.320655,0.82008,0.971014,1,1
image-22-blob2,128,1.751711,0.99097,829,0.405093,83.683926,32.596022,0.010387,125.342303,0.799778,1.382353,1.452433,0.877298,0.96482,1,1
image-22-blob3,129,1.280753,2.043756,874,0.425926,84.554282,107.690014,0.026356,124.787542,0.188032,0.940678,1.275206,0.538515,0.633614,1,1
image-22-blob7,130,3.281813,1.109176,705,0.305093,80.462758,96.427473,0.021069,126.01426,0.638394,0.862745,2.026134,0.743759,0.94516,1,1
image-22-blob8,131,2.6366,1.599647,637,0.273611,84.809166,135.326054,0.028527,124.661025,0.306932,0.735016,1.465346,0.619482,0.73228,1,1
image-23-blob0,132,1.135561,0.943838,996,0.399537,95.420449,60.740741,0.014877,120.030952,0.881647,1.071429,1.087206,0.922161,0.982482,1,1
image-23-blob2,133,1.564152,0.987643,57,0.035185,81.941315,95.418583,0.01928,123.037876,0.805175,0.959459,1.341465,0.918234,0.973052,1,1
image-23-blob3,134,3.560966,1.512719,77,0.025926,84.927237,119.019397,0.027699,123.922213,0.343221,0.498099,1.951939,0.548625,0.738442,1,1
image-23-blob4,135,2.666802,1.206372,142,0.127315,85.888458,137.45812,0.01951,124.624743,0.539669,0.75,1.896415,0.674072,0.817179,1,1
image-23-blob6,136,1.92985,0.985547,209,0.158333,82.869003,87.688516,0.015904,121.924057,0.808603,0.754717,1.426511,0.86941,0.973568,1,1
image-23-blob9,137,1.932171,1.020654,499,0.292593,83.844469,116.698636,0.022679,120.377652,0.753933,0.733333,1.502205,0.847202,0.954568,1,1
image-23-blob10,138,7.069306,1.359438,588,0.333796,84.398626,109.969351,0.026128,125.536937,0.424983,0.36036,3.298598,0.519909,0.836616,1,1
image-23-blob11,139,1.206888,1.956929,543,0.312963,88.628177,108.475149,0.02714,122.988759,0.205088,1.126016,1.121153,0.544174,0.638498,1,1
image-24-blob0,140,1.695373,2.022544,78,0,85.623353,186.012839,0.039878,123.369366,0.191997,1.072121,1.138423,0.630407,0.72371,0,0
image-24-blob2,141,1.830317,1.000379,509,0.271759,82.658159,91.206349,0.015645,123.675439,0.784803,0.671053,1.505385,0.882142,0.972097,1,1
image-24-blob3,142,1.229195,0.994193,542,0.287037,73.179315,147.576355,0.010529,126.328502,0.7946,0.851852,1.166318,0.831226,0.980226,1,1
image-24-blob4,143,3.953075,1.338988,589,0.308796,80.857742,135.427964,0.018658,125.70928,0.438063,0.515625,1.943334,0.564552,0.76016,1,1
image-24-blob5,144,3.16273,1.975264,612,0.319444,83.510482,113.470248,0.040079,126.675828,0.201298,0.833333,1.647937,0.481324,0.603449,1,1
image-25-blob1,145,1.705057,1.000037,1042,0.533333,77.574282,58.791226,0.011435,125.626117,0.785341,1.394737,1.446739,0.846269,0.972297,1,1
image-25-blob2,146,2.03184,1.009612,843,0.441204,78.054082,150.607724,0.014311,123.889602,0.770515,1.4125,1.615474,0.861965,0.963424,1,1
image-25-blob3,147,9.953861,1.533286,897,0.466204,77.277052,95.68052,0.026584,127.458156,0.334075,0.328502,3.254218,0.439226,0.734628,1,1
image-25-blob5,148,3.054009,1.134881,715,0.381944,74.724923,113.36471,0.009699,128.043146,0.609802,0.666667,2.026214,0.703048,0.915016,1,1
image-25-blob6,149,1.864321,1.000759,215,0.150463,73.119208,126.836336,0.016907,126.853666,0.784207,0.686567,1.49153,0.862767,0.978963,1,1
image-25-blob7,150,2.541275,1.034678,166,0.127778,75.843553,120.689676,0.024994,126.132346,0.733634,1,1.704836,0.81116,0.958604,1,1
image-25-blob8,151,5.769839,1.151668,108,0.100926,81.565412,91.847193,0.009764,126.039425,0.592154,1.113636,2.858839,0.654942,0.946204,1,1
image-25-blob9,152,3.468094,1.060108,93,0.093981,77.90889,122.337603,0.011493,125.205049,0.698859,0.965517,1.988649,0.759288,0.968095,1,1
image-26-blob0,153,1.88674,1.002938,973,0.44537,90.639944,122.710407,0.014212,122.726351,0.780803,0.925,1.495098,0.865358,0.961839,1,1
image-27-blob0,154,1.69745,1.008255,748,0.459722,78.243227,159.053008,0.01907,122.338834,0.772589,0.748148,1.413953,0.879978,0.967172,1,1
image-27-blob1,155,1.880514,1.89072,693,0.434259,85.828578,139.558608,0.030809,124.726908,0.219703,1.002695,1.499609,0.563756,0.683947,1,1
image-28-blob9,156,1.189253,1.254547,20,0,85.424186,171.932462,0.051876,121.665189,0.499018,1.031596,1.12684,0.846786,0.903625,0,0
image-28-blob11,157,1.7169,0.986027,601,0.2875,73.188047,90.403315,0.022677,126.798812,0.807815,1.225806,1.413775,0.883396,0.96683,1,1
image-28-blob12,158,1.741287,0.990349,634,0.302778,69.496413,92.397129,0.012311,128.428699,0.80078,1.030303,1.337336,0.856336,0.971111,1,1
image-28-blob13,159,1.395296,0.964352,636,0.303704,76.810284,117.916836,0.025161,123.458984,0.844536,1,1.194382,0.902312,0.978413,1,1
image-28-blob14,160,6.653703,1.276522,691,0.329167,80.100111,121.79764,0.011718,126.159989,0.481985,1.638298,2.957011,0.578336,0.884917,1,1
image-28-blob15,161,1.605639,1.0065,746,0.35463,93.662435,86.303616,0.032127,121.942264,0.775287,1.125,1.357468,0.904984,0.957816,1,1
image-28-blob16,162,5.102824,1.139008,846,0.400926,70.218216,143.686104,0.016708,128.047787,0.605392,0.394366,2.890755,0.641475,0.956288,1,1
image-28-blob17,163,2.261366,1.573697,805,0.381944,80.310629,107.703901,0.024614,126.241801,0.317138,0.633962,1.493844,0.579544,0.752897,1,1
image-28-blob18,164,1.939737,1.76379,833,0.394907,85.295912,103.96919,0.024422,123.899607,0.252462,0.862069,1.409477,0.659442,0.751993,1,1
image-29-blob0,165,1.815403,1.040546,905,0.385185,73.271569,137.858555,0.016965,126.235374,0.725383,0.833333,1.431596,0.816026,0.93268,1,1
image-29-blob1,166,4.029393,1.474347,946,0.404167,76.92096,110.688482,0.028863,126.291328,0.361319,0.536585,2.020758,0.614854,0.783217,1,1
image-29-blob2,167,2.423359,1.039069,842,0.356019,80.730179,114.635478,0.024812,121.690385,0.727446,1.625,1.776739,0.803217,0.940034,1,1
image-29-blob3,168,1.055554,0.985202,430,0.165278,103.783781,98.520875,0.016446,120.984195,0.80917,0.966667,1.00684,0.934783,0.959264,1,1
image-29-blob4,169,3.797935,1.567159,353,0.12963,102.486271,88.055376,0.022683,122.581673,0.319789,1.842105,1.874539,0.538538,0.70992,1,1
image-29-blob5,170,6.989755,1.665323,195,0.056481,96.293418,123.992547,0.016612,124.766584,0.2832,1.61194,2.470332,0.441256,0.674035,1,1
image-29-blob7,171,1.870866,0.998602,545,0.286111,76.700645,43.343786,0.012806,126.347312,0.787599,1.033333,1.42101,0.846541,0.965894,1,1
image-29-blob8,172,1.735198,0.969584,573,0.299074,69.902987,168.360955,0.024825,128.058355,0.835447,0.896552,1.338943,0.874797,0.978477,1,1
image-29-blob9,173,1.491808,1.374254,73,0,86.313196,173.079634,0.047478,121.250451,0.415869,1.160205,1.191756,0.86034,0.908937,0,0
image-30-blob0,174,3.050229,1.160959,826,0.429167,75.231434,72.378041,0.018024,127.001074,0.582715,1.289474,1.909629,0.692033,0.847405,1,1
image-30-blob1,175,3.153774,1.019654,768,0.402315,76.687337,77.887686,0.008502,125.674713,0.755412,0.966667,1.855776,0.794399,0.973132,1,1
image-30-blob3,176,1.772094,1.025463,362,0.214352,101.40039,88.862424,0.020035,120.839297,0.746879,0.913793,1.383035,0.849407,0.937579,1,1
image-30-blob4,177,1.33628,1.055824,282,0.177315,102.299641,80.846574,0.018668,120.403086,0.704542,1.114754,1.252799,0.865888,0.922404,1,1
image-30-blob5,178,1.380214,1.025861,68,0.015278,94.859689,122.305091,0.022781,120.936576,0.746299,1.171053,1.222797,0.900909,0.958962,1,1
image-30-blob6,179,1.256502,1.030031,568,0.216204,78.495526,167.245219,0.004574,126.893509,0.740268,0.852941,1.126185,0.806,0.945652,1,1
image-30-blob7,180,1.571603,1.032734,619,0.239815,74.42942,189.171542,0.039032,127.782639,0.736399,0.9,1.258636,0.822376,0.923146,1,1
image-30-blob9,181,1.847461,1.727513,101,0,87.44526,170.593512,0.043551,122.480005,0.263177,1.26764,1.250859,0.714667,0.816424,0,0
image-31-blob0,182,2.537174,1.051385,938,0.437037,74.639553,114.221944,0.018192,126.35002,0.710504,0.59292,1.799888,0.802271,0.967111,1,1
image-31-blob1,183,1.831357,1.584176,892,0.415741,82.364481,92.706365,0.025577,125.61516,0.312956,0.807512,1.324553,0.648766,0.742907,1,1
