name,number,lw_ratio,shape_index,distance,normalized_distance,hue,saturation_mean,in_phase,cb_mean,compactness,elongation,eccentricity,roundness,solidity,type,actual
image-4-blob6,4,0.146300923,0.618148264,0.172574627,0.000773395,0.534731919,0.831921148,1,0.928518798,0.186458754,0.282581595,0.025829542,0.455109502,0.401070253,0,1
image-4-blob7,4,0.121166968,0.543644326,0.173507463,0,0.536785638,0.786714893,0.703407258,0.913815552,0.274837494,0.344903186,0.02369005,0.697076954,0.673115661,0,0
image-5-blob0,5,0.270182957,0.400672006,0.875932836,0.908739366,0.484442539,0.463820397,0.213956379,0.934649912,0.602945441,0.156982358,0.179836405,0.706535416,0.842442083,1,1
image-5-blob1,5,0.295635291,0.362375316,0.793843284,0.840680588,0.502814999,0.557049213,0.334990406,0.913941232,0.76278067,0.535059417,0.178652461,0.768489123,0.952432392,1,1
image-5-blob2,5,0.162907051,0.341696438,0.775186567,0.825212684,0.523401743,0.452716831,0.259121647,0.905408936,0.872277306,0.419327077,0.07436463,0.925254679,0.938385975,1,1
image-5-blob3,5,0.242672404,0.385368922,0.750932836,0.805104408,0.479613162,0.552152487,0.258174575,0.93778884,0.661121963,0.245474836,0.146953906,0.730851281,0.855726326,1,1
image-5-blob4,5,0.168988621,0.539003164,0.771455224,0.822119103,0.524130636,0.580478462,0.358089788,0.925463145,0.281585205,0.331256348,0.038523721,0.465023549,0.546757942,1,1
image-5-blob7,5,0.347620422,0.357151017,0.672574627,0.740139211,0.478413177,0.543395135,0.15298934,0.932345692,0.788657359,0.182987374,0.221875108,0.739027923,0.948048972,1,1
image-5-blob8,5,0.698557498,0.461584269,0.656716418,0.726991493,0.470423187,0.509457588,0.274487775,0.932891027,0.425887218,1,0.525762124,0.397598135,0.71956538,1,1
image-5-blob9,5,0.131594902,0.348203917,0.652052239,0.723124517,0.468529093,0.49745642,0.211786341,0.928052167,0.835708909,0.31589808,0.025093891,0.819748248,0.913480485,1,1
image-5-blob10,5,0.125932229,0.354604226,0.67630597,0.743232792,0.53590476,0.291649258,0.341755227,0.926570826,0.80168865,0.327465796,0.029792926,0.93239909,0.918421313,1,1
image-5-blob11,5,0.516595694,0.464453571,0.685634328,0.750966744,0.491000438,0.527669341,0.400078394,0.938239972,0.419221094,0.082006963,0.318955,0.426261217,0.695238476,1,1
image-5-blob14,5,0.302812475,0.347853463,0.619402985,0.696055684,0.487211147,0.516918426,0.191037999,0.922765637,0.837626122,0.313856718,0.158613651,0.766302874,0.972900348,1,1
image-5-blob15,5,0.23567683,0.361250096,0.614738806,0.692188708,0.478429857,0.362602,0.175669267,0.935136423,0.768259313,0.31589808,0.11473512,0.77122852,0.875619961,1,1
image-5-blob16,5,0.175400049,0.328711345,0.594216418,0.675174014,0.479095463,0.647022937,0.236638761,0.918238061,0.951843542,0.271668574,0.070562316,0.962664021,0.989122841,1,1
image-5-blob17,5,0.144106472,0.342420853,0.037313433,0.15158546,0.485105331,0.360219094,0.263683563,0.930973763,0.868103124,0.239854564,0.049952603,0.930576382,0.940979667,1,1
image-5-blob18,5,0.55570271,0.449161229,0.08488806,0.112142305,0.580713569,0.399764424,0.162602014,0.933826772,0.456238246,0.67245594,0.376399764,0.407976176,0.662498839,1,1
image-5-blob19,5,0.17391545,0.341519382,0.097014925,0.102088167,0.46667675,0.390412589,0.20475826,0.938466579,0.873301571,0.416893146,0.081855811,0.828759033,0.984371229,1,1
image-5-blob20,5,0.144046277,0.353759568,0.160447761,0.049497293,0.651482654,0.417776426,0.224966613,0.918322306,0.806072825,0.217268073,0.05401364,0.889335257,0.945368464,1,1
image-5-blob22,5,0.131099582,0.493454426,0.220149254,0,0.526266988,0.707678491,0.950500144,0.92925609,0.358237797,0.32406183,0.008373721,0.827329309,0.800621335,0,0
image-6-blob1,6,0.351587707,0.366285225,0.713619403,0.864655839,0.488282809,0.289121284,0.14016171,0.933602854,0.744134445,0.173229572,0.233331028,0.700154883,0.944719106,1,1
image-6-blob2,6,0.311839218,0.365855226,0.681902985,0.838360402,0.466400787,0.320085709,0.315704368,0.945119544,0.746155879,0.134311827,0.224595912,0.669482622,0.946090106,1,1
image-6-blob3,6,0.249456422,0.375484958,0.669776119,0.828306265,0.550026951,0.213284117,0.311567921,0.927103111,0.702536133,0.519523919,0.144417115,0.756162944,0.848823021,1,1
image-6-blob5,6,0.156905296,0.327252933,0.57369403,0.748646558,0.508597165,0.393993425,0.232749259,0.914127937,0.961376313,0.393170428,0.067556086,0.921470883,1,1,1
image-6-blob7,6,0.319292443,0.469489316,0.274253731,0.500386698,0.499428495,0.503832343,0.554297722,0.93161454,0.407815891,0.480600334,0.180570171,0.624435543,0.706616939,1,1
image-6-blob8,6,0.29829304,0.489115874,0.193097015,0.433101315,0.476908294,0.58324808,0.312410101,0.943958379,0.36667592,0.196799474,0.11395361,0.452260578,0.434777762,1,1
image-6-blob9,6,0.239582141,0.353447321,0.191231343,0.431554524,0.514887608,0.315540423,0.289271771,0.927342592,0.807701497,0.347931757,0.137448679,0.836702364,0.958792304,1,1
image-6-blob10,6,0.282832248,0.369137924,0.159514925,0.140757927,0.593242665,0.36180015,0.166743846,0.924574228,0.730902243,0.408780041,0.165441124,0.725090659,0.861740144,1,1
image-6-blob11,6,0.226663656,0.351428533,0.234141791,0.078886311,0.672125644,0.317279296,0.288254163,0.899589628,0.818336436,0.154839868,0.132474151,0.836183109,0.94497658,1,1
image-6-blob13,6,0.107202799,0.5330489,0.329291045,0,0.525414655,0.726195786,0.735430823,0.923458135,0.290501455,0.306222134,0.007005575,0.78036972,0.747190412,0,0
image-7-blob0,7,0.11928893,0.341241707,0.704291045,0.805104408,0.510775814,0.477563594,0.267550914,0.90985701,0.874911123,0.2676607,0.020851229,0.953496548,0.963103393,1,1
image-7-blob1,7,0.264165659,0.35408475,0.677238806,0.782675947,0.452253677,0.41525954,0.154619017,0.94423874,0.804381259,0.138072786,0.174787634,0.789165981,0.947103018,1,1
image-7-blob3,7,0.268577666,0.365462605,0.583955224,0.705336427,0.505110749,0.385365805,0.291250596,0.92793088,0.748007834,0.321838258,0.173512747,0.780375983,0.944701581,1,1
image-7-blob4,7,0.241979803,0.349479073,0.543843284,0.672080433,0.499131806,0.515866513,0.254211856,0.919567626,0.828781562,0.306210117,0.141637484,0.847482146,0.962985993,1,1
image-7-blob5,7,0.207734913,0.35169251,0.51119403,0.645011601,0.529911273,0.271171184,0.320552904,0.922410062,0.816935397,0.243691173,0.101691749,0.862406742,0.94550497,1,1
image-7-blob6,7,0.115879768,0.348142212,0.447761194,0.592420727,0.517253755,0.630182909,0.286933806,0.897439558,0.836046056,0.298892547,0.016317488,0.900603669,0.938349209,1,1
image-7-blob7,7,0.214262126,0.371986714,0.391791045,0.546017015,0.499262114,0.531812207,0.342818528,0.919738995,0.71799081,0.494474708,0.132984236,0.832704091,0.901444196,1,1
image-7-blob8,7,0.174275103,0.335965855,0.327425373,0.492652746,0.533574252,0.527548548,0.329099716,0.894754831,0.906255161,0.350913871,0.084774204,0.936946813,0.984067432,1,1
image-7-blob12,7,0.12551202,0.536251747,0.266791045,0,0.524620715,0.746001595,0.894701628,0.923864641,0.285668426,0.343879901,0.031147939,0.776587998,0.746223826,0,0
image-8-blob0,8,0.203495634,0.337682523,0.100746269,0.195668987,0.441785436,0.646751104,0.194540967,0.958946403,0.895894983,0.316669261,0.101509001,0.904609961,0.974910195,1,1
image-9-blob2,9,0.179804686,0.355744011,0.501865672,0.412993039,0.48597712,0.326050717,0.203887908,0.930105215,0.795822051,0.249730739,0.103335024,0.847737595,0.914797656,1,1
image-9-blob4,9,0.129540737,0.646055637,0.003731343,0,0.526301436,0.70982852,0.808941812,0.920063113,0.160951369,0.321284814,0.010816632,0.67448674,0.662819196,0,0
image-10-blob5,10,0.122366884,0.551445484,0.139925373,0,0.522296533,0.704092055,0.862771136,0.921403594,0.263877031,0.307492642,0.027932745,0.791099369,0.775920911,0,0
image-11-blob0,11,0.284811153,0.364636254,0.916977612,0.726218097,0.474832102,0.365313564,0.19060173,0.939585544,0.751925213,0.450196451,0.193408017,0.764259312,0.93559122,1,1
image-11-blob1,11,0.338566666,0.417040325,0.932835821,0.739365816,0.479651525,0.386221555,0.256021548,0.939083732,0.547670851,0.140254931,0.204026728,0.625966613,0.749171056,1,1
image-11-blob3,11,0.165149043,0.343693207,0.82369403,0.648878577,0.48498446,0.548446764,0.218453984,0.914917171,0.860835423,0.396567684,0.072329607,0.896469432,0.938819743,1,1
image-11-blob4,11,0.194831894,0.511233415,0.042910448,0.069605568,0.488169281,0.876119703,0.926501622,0.951558982,0.325873913,0.390276469,0.064623693,0.453134049,0.478957754,0,1
image-11-blob5,11,0.151459392,0.571303686,0.053171642,0.078112916,0.504797928,0.704181176,0.889536595,0.937038715,0.237974724,0.338415935,0.020899447,0.713334318,0.724251362,0,0
image-12-blob0,12,0.403518603,0.401477682,0.957089552,1,0.52720678,0.272538396,0.281519715,0.932488991,0.600065593,0.20519772,0.259625765,0.60049444,0.843083156,1,1
image-12-blob2,12,0.442210793,0.389772996,0.878731343,0.935034803,0.513927033,0.263257404,0.239355292,0.933429604,0.643675237,0.454483864,0.276277682,0.638624832,0.918330896,1,1
image-12-blob4,12,0.168402736,0.349782621,0.489738806,0.612529002,0.479353357,0.456262607,0.289120196,0.928968651,0.82714368,0.202127678,0.088169785,0.881981585,0.916096235,1,1
image-12-blob5,12,0.190883321,0.338074255,0.464552239,0.591647332,0.48454984,0.503224593,0.385593443,0.92476668,0.89355295,0.229140203,0.08486187,0.934325034,0.973165065,1,1
image-12-blob6,12,0.484431628,0.501051995,0.400186567,0.538283063,0.514062443,0.400798562,0.377752631,0.93097717,0.343985741,0.677924773,0.273632449,0.4139806,0.548027576,1,1
image-12-blob8,12,0.130201832,0.557815801,0.208022388,0.034029389,0.538888022,0.696045507,0.619700169,0.915886209,0.255265842,0.24695935,0.010600023,0.672174675,0.621016312,0,0
image-13-blob2,13,0.158087402,0.340728594,0.567164179,0.703789637,0.52885647,0.306917752,0.156420274,0.91655777,0.877895766,0.373736664,0.057876369,0.91734405,0.943061938,1,1
image-13-blob4,13,0.15403837,0.339420735,0.398320896,0.563805104,0.472804727,0.456415447,0.259083621,0.929621476,0.885564545,0.259404579,0.046888718,0.897937855,0.957321546,1,1
image-13-blob5,13,0.145191023,0.347844289,0.362873134,0.534416087,0.542424689,0.297263133,0.360754142,0.916213491,0.837676389,0.368257219,0.049240881,0.895955223,0.924631714,1,1
image-13-blob6,13,0.269610743,0.349418683,0.333955224,0.510440835,0.484783528,0.483752448,0.26681649,0.922599578,0.829107926,0.175189131,0.174546822,0.797711708,0.959926581,1,1
image-13-blob7,13,0.129964274,0.347408571,0.307835821,0.48878577,0.504558285,0.393226465,0.220888359,0.908324415,0.840068339,0.299658785,0.025616406,0.854079783,0.90422273,1,1
image-13-blob8,13,0.241180981,0.341283402,0.111007463,0.325599381,0.64878518,0.434204678,0.340260701,0.875517768,0.874669186,0.539299611,0.148971475,0.823833324,0.988658714,0,0
image-13-blob10,13,0.141496425,0.612284208,0.281716418,0,0.542619565,0.712201617,0.684669979,0.912189709,0.192266659,0.245561865,0.00712765,0.709962108,0.665755042,0,0
image-14-blob1,14,0.387091294,0.416784703,0.367537313,0.532869296,0.499061167,0.365224273,0.223156166,0.93800636,0.548484336,0.472062257,0.214227147,0.560868643,0.693550274,1,1
image-14-blob2,14,0.122464389,0.540894351,0.275186567,0,0.534127816,0.707104483,0.867651961,0.91167783,0.278814664,0.280381343,0.006257895,0.756690655,0.726258397,0,0
image-15-blob1,15,0.290826731,0.397568945,0.13619403,0.194122196,0.553263295,0.265400387,0.251332285,0.917100091,0.614201243,0.556637545,0.170183842,0.693843173,0.817368567,1,1
image-15-blob2,15,0.185543021,0.599284603,0.115671642,0.177107502,0.553814149,0.438832712,0.681704637,0.92741423,0.205755072,0.225905164,0.04765794,0.371980521,0.429053639,1,1
image-15-blob4,15,0.119946642,0.523376647,0.097947761,0,0.547749251,0.701027776,0.697613268,0.913879747,0.305639115,0.274959848,0.008275046,0.716104885,0.698929798,0,0
image-16-blob0,16,0.156971341,0.324370672,0.902052239,0.965970611,0.487122886,0.526768915,0.19645447,0.91171868,0.980595494,0.210008979,0.066951353,0.938125134,0.991643187,1,1
image-16-blob1,16,0.352232676,0.357565584,0.880597015,0.948182521,0.48109173,0.489606216,0.127450007,0.928350169,0.786562433,0.185182879,0.223565298,0.726436687,0.961771062,1,1
image-16-blob3,16,0.204423862,0.361035396,0.797574627,0.879350348,0.553095076,0.20595995,0.228189699,0.921283981,0.769310503,0.452851584,0.106629941,0.819337247,0.894967158,1,1
image-16-blob4,16,0.215493305,0.353881764,0.152985075,0.344934261,0.488677649,0.526742881,0.362773029,0.92454887,0.805436627,0.269775516,0.128929391,0.870337709,0.945092354,1,1
image-16-blob5,16,0.125033631,0.337955011,0.122201493,0.31941222,0.493387455,0.345144746,0.374089579,0.933074578,0.894265006,0.257898833,0.024866105,0.984303635,0.958085562,1,1
image-16-blob6,16,0.255833827,0.525969486,0.04011194,0.251353442,0.509566016,0.464571048,0.339983961,0.931706159,0.301499123,0.440944143,0.10650393,0.511480913,0.516686721,1,1
image-16-blob7,16,0.151553234,0.330401456,0.030783582,0.192575406,1,0.141060764,0.133811655,0.910434408,0.940953824,0.219203831,0.058498037,0.93500918,0.983242689,0,1
image-17-blob0,17,0.21279897,0.342978219,0.810634328,0.609435422,0.517075239,0.265565865,0.13401625,0.920107504,0.864909485,0.491984436,0.130341897,0.799155478,0.971178105,1,1
image-17-blob1,17,0.251492505,0.406745245,0.791044776,0.593194122,0.557279529,0.317251419,0.317951739,0.913718175,0.581656677,0.404326848,0.131134817,0.606555525,0.676248223,1,1
image-17-blob2,17,0.393719722,0.462972044,0.498134328,0.350348028,0.505338991,0.329270571,0.206185017,0.933482229,0.422647584,0.632813632,0.227887153,0.451477604,0.617372337,1,1
image-17-blob6,17,0.13488162,0.583049776,0.132462687,0.172467131,0.507140222,0.688349293,0.686820474,0.944258087,0.223883723,0.27707393,0.0234469,0.505701617,0.582179998,0,0
image-18-blob0,18,0.126229671,0.354487391,0.893656716,0.898685228,0.515765926,0.285157568,0.224015593,0.924601967,0.802293208,0.251869752,0.034614994,0.945038268,0.932700603,1,1
image-18-blob1,18,0.57387047,0.435662195,0.854477612,0.86620263,0.516225885,0.361349315,0.352751758,0.936139543,0.492205728,0.484015564,0.393169136,0.501188837,0.805077469,1,1
image-18-blob2,18,0.174383621,0.355584035,0.789179104,0.812064965,0.510941997,0.314395025,0.24290298,0.922482802,0.796642062,0.420833797,0.073942241,0.814035115,0.912364916,1,1
image-18-blob3,18,0.294041892,0.368660443,0.768656716,0.795050271,0.501610952,0.457351316,0.242837584,0.917211307,0.733095645,0.426194914,0.185971255,0.770764581,0.934318568,1,1
image-18-blob4,18,0.233318418,0.347270937,0.757462687,0.785769528,0.524016945,0.41071942,0.272977612,0.90946028,0.840825782,0.492637622,0.128309022,0.8259816,0.969734903,1,1
image-18-blob5,18,0.189571223,0.362777645,0.373134328,0.467130704,0.500561873,0.21034573,0.316943529,0.943310835,0.760834109,0.201421335,0.099103397,0.849210152,0.920723208,1,1
image-18-blob6,18,0.198158027,0.345543534,0.286380597,0.39520495,0.504304541,0.491519399,0.301104735,0.917722504,0.850409257,0.231538389,0.096594682,0.815105804,0.925414978,1,1
image-18-blob7,18,0.148425682,0.34053167,0.27238806,0.383604022,0.536254298,0.496906243,0.385274908,0.89637873,0.879044803,0.384404669,0.055336345,0.946872003,0.965919242,1,1
image-18-blob8,18,0.165426271,0.420766378,0.267723881,0.379737046,0.497764627,0.506357832,0.350208016,0.933077063,0.535980981,0.377138933,0.045163121,0.678435046,0.700584916,1,1
image-18-blob9,18,0.143564474,0.331609809,0.141791045,0.275328693,0.547928634,0.409373566,0.369110402,0.905141827,0.933270033,0.257947187,0.040160309,0.965798467,0.982082214,1,1
image-19-blob0,19,0.682547307,0.414390466,1,0.989945862,0.582927703,0.236128519,0.357590804,0.911189327,0.556176909,0.987548638,0.518619773,0.415645094,0.97326534,1,1
image-19-blob1,19,0.24325328,0.56312422,0.889925373,0.898685228,0.543098117,0.468075491,0.441419016,0.915489704,0.248312197,0.500372722,0.137017445,0.570254748,0.606384054,1,1
image-19-blob2,19,0.122850957,0.427549818,0.348880597,0.450116009,0.512838748,0.424593225,0.3559514,0.921513557,0.515478463,0.285661671,0.000347432,0.673823228,0.688106176,1,1
image-19-blob5,19,0.212929525,0.363393831,0.287313433,0.399071926,0.597123875,0.356330022,0.504418725,0.888307112,0.757865387,0.196930095,0.115789178,0.820509125,0.892131174,1,1
image-19-blob6,19,0.406996958,0.396006679,0.271455224,0.385924207,0.508827564,0.482776587,0.360260812,0.92992228,0.619968489,0.19839443,0.277552029,0.643513989,0.884919766,1,1
image-19-blob7,19,0.347591757,0.523803838,0.26119403,0.37741686,0.559171855,0.455023106,0.524742147,0.904413855,0.304952786,0.381332333,0.145933602,0.485720775,0.519552383,1,1
image-19-blob8,19,0.11853777,0.333057991,0.152052239,0.286929621,0.544640329,0.309745366,0.355520707,0.903497078,0.924171145,0.273202688,0.013396277,0.939380844,0.968151875,1,1
image-19-blob9,19,0.164013769,0.606753548,0.194029851,0,0.542066157,0.685995748,0.612758398,0.904191659,0.197899382,0.215190898,0.047157261,0.674357517,0.663541838,0,0
image-20-blob0,20,0.168648553,0.5293474,0.09141791,0.055684455,0.520715884,0.699314125,0.873426454,0.923628483,0.296196585,0.378190715,0.057762379,0.65710474,0.666947553,0,0
image-20-blob2,20,0.134422656,0.323347844,0.289179104,0.371229698,0.571543199,0.502337204,0.294289283,0.907896165,0.987539666,0.305569761,0.026028246,1,0.99307536,1,1
image-20-blob6,20,0.143305239,0.748702729,0.57369403,0.607115236,0.542928673,0.479882113,0.48839066,0.925001468,0.090394068,0.224707319,0.030115579,0.515277035,0.440497046,1,1
image-21-blob1,21,0.122592908,0.54166619,0.023320896,0,0.557877092,0.670960574,0.674890476,0.906080263,0.277692271,0.272524643,0.007970033,0.742983493,0.691921568,0,0
image-22-blob1,22,0.156281452,0.341177787,0.997201493,0.862335654,0.507680285,0.37662286,0.288298005,0.912123772,0.875282194,0.41749281,0.064412203,0.825530917,0.994561617,1,1
image-22-blob3,22,0.133214744,0.723247882,0.815298507,0.711523589,0.529178542,0.450338722,0.42343439,0.930719622,0.105128235,0.272329642,0.060530863,0.378155521,0.34560489,1,1
image-22-blob7,22,0.33644233,0.385750253,0.656716418,0.508894045,0.505541069,0.406497409,0.3351807,0.938955635,0.659587656,0.248852537,0.219819429,0.694198799,0.917812632,1,1
image-22-blob8,22,0.273141891,0.551024292,0.595149254,0.457849961,0.530438239,0.567051419,0.461017401,0.929701112,0.264456934,0.19797368,0.092049843,0.500098516,0.526087864,1,1
image-23-blob0,23,0.110239325,0.321536532,0.929104478,0.668213457,0.611094075,0.25245497,0.180030514,0.888640936,1,0.306554924,0.014432178,0.964975,0.988134461,1,1
image-23-blob1,23,0.171768974,0.354042999,0.053171642,0.05800464,0.515169546,0.406389593,0.300560051,0.916598639,0.804598183,0.282801556,0.07540231,0.887565471,0.900954188,1,1
image-23-blob2,23,0.377337698,0.516550436,0.070895522,0.043310131,0.531189834,0.497571177,0.448586051,0.923712931,0.316838225,0.112770759,0.181253168,0.394671839,0.530371107,1,1
image-23-blob3,23,0.299817881,0.41182589,0.131529851,0.211136891,0.538660725,0.579068221,0.312572685,0.929448075,0.564566051,0.198132296,0.207371043,0.5861072,0.701949969,1,1
image-23-blob5,23,0.185176311,0.342472177,0.194962687,0.263727765,0.521242592,0.362852877,0.235511399,0.907168074,0.86780839,0.208386358,0.075041406,0.876525698,0.93859524,1,1
image-23-blob8,23,0.197858895,0.359845474,0.465485075,0.488012374,0.528500294,0.488682289,0.354917064,0.893614601,0.775170608,0.193838723,0.098005924,0.817499735,0.898789973,1,1
image-23-blob9,23,0.719441243,0.433304901,0.547574627,0.556071152,0.540931354,0.476247246,0.325334188,0.929651546,0.498833767,0.051257048,0.525818742,0.425713673,0.876696968,1,1
image-23-blob10,23,0.240673714,0.611624336,0.491604478,0.50966744,0.555495856,0.452692223,0.437361143,0.916022886,0.19293069,0.355326765,0.083484535,0.345161989,0.432222018,1,1
image-23-blob11,23,0.195086189,0.341285149,0.577425373,0.580819799,0.498904523,0.599161682,0.240535753,0.908320413,0.87465905,0.176549935,0.10213023,0.90992409,0.966016559,1,1
image-24-blob0,24,0.176747218,0.690492357,0.072761194,0.024748647,0.53433339,0.776152825,0.646082828,0.920035777,0.126538256,0.322874031,0.026270807,0.526654221,0.528727818,0,0
image-24-blob2,24,0.193609851,0.342905479,0.475746269,0.479505027,0.520926446,0.385402444,0.23730236,0.921721693,0.865325389,0.173229572,0.105658373,0.892426669,0.953847038,1,1
image-24-blob4,24,0.454602065,0.44796621,0.55130597,0.542150039,0.502499723,0.580461234,0.302039287,0.933215935,0.459291683,0.103683056,0.229016432,0.451265864,0.652852797,1,1
image-24-blob5,24,0.300125135,0.711994476,0.567164179,0.555297757,0.522766164,0.475293384,0.667133513,0.942569704,0.11215146,0.24291253,0.107974754,0.30115506,0.280046205,1,1
image-25-blob0,25,0.187397799,0.339591666,0.972014925,0.890177881,0.493527302,0.246257913,0.152809381,0.93289241,0.884557238,0.444895649,0.108117025,0.840284832,0.977537215,1,1
image-25-blob1,25,0.623147067,0.460719426,0.854477612,0.792730085,0.484883657,0.392697931,0.416736929,0.947841174,0.427920939,0.078505249,0.294153842,0.40615073,0.696272649,1,1
image-25-blob2,25,0.208332254,0.340729993,0.786380597,0.736272235,0.488372717,0.630585234,0.222235012,0.92275604,0.877887607,0.444477701,0.12547637,0.884259061,0.974984709,1,1
image-25-blob3,25,0.190232564,0.332630475,0.739738806,0.697602475,0.463628394,0.4034411,0.191653001,0.936476275,0.926844855,0.347931757,0.076237942,0.866807392,0.984203338,1,1
image-25-blob5,25,0.272311258,0.366912371,0.66511194,0.635730858,0.458801522,0.47825566,0.142024402,0.952509605,0.741198949,0.166198215,0.172769312,0.711409823,0.899081983,1,1
image-25-blob7,25,0.175470353,0.337909332,0.200559701,0.250580046,0.455441604,0.535320795,0.254731252,0.944987747,0.894537979,0.194437053,0.081745613,0.908912702,0.975882783,1,1
image-25-blob8,25,0.242660176,0.349680141,0.155783582,0.213457077,0.476164187,0.512311118,0.398429138,0.939303909,0.82769616,0.276462681,0.137648248,0.840282964,0.943275604,1,1
image-25-blob9,25,0.523987503,0.383368868,0.100746269,0.167826759,0.507367605,0.374615983,0.150745516,0.939448953,0.669244429,0.326914953,0.341850235,0.608328494,0.923070597,1,1
image-25-blob10,25,0.333900268,0.355565441,0.086753731,0.156225831,0.485666066,0.508096604,0.167801784,0.931767571,0.796737445,0.273202688,0.186368888,0.752935397,0.972833876,1,1
image-26-blob0,26,0.191807217,0.339410364,0.907649254,0.743232792,0.572464342,0.510609008,0.20750279,0.912348588,0.885625712,0.264452181,0.09256179,0.880700848,0.97141247,1,1
